 :::: VPP results :::: 
      V_tw   alfa_tw         V       VMG       phi         b         F    Fdrive     Fside     Mheel      Rtot  Rrh+RrhH  Rvh+RvhH  Rrk+RrkH       Rvk        Ri       Rvr
     18.60     53.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     54.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     55.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     56.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     57.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     58.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     59.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     60.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     61.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     62.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     63.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     64.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     65.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     66.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     67.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     68.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     69.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     70.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     71.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     72.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     73.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     74.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     75.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60     76.00      0.96      0.23     67.37      0.00      1.00     17.57     17.38     38.13     17.57      0.41      1.90      6.29      0.88      7.88      0.22 
     18.60     77.00      1.03      0.23     66.61      0.00      1.00     18.32     17.83     37.92     18.32      0.67      2.18      7.24      1.00      6.99      0.24 
     18.60     78.00      1.07      0.22     65.84      0.00      1.00     18.80     18.27     37.70     18.80      0.85      2.33      7.74      1.07      6.55      0.26 
     18.60     79.00      1.09      0.21     65.13      0.00      1.00     18.97     18.66     37.49     18.97      0.94      2.41      7.93      1.10      6.32      0.27 
     18.60     80.00      1.10      0.19     64.52      0.00      1.00     18.92     19.00     37.30     18.92      0.96      2.43      7.93      1.11      6.22      0.27 
     18.60     81.00      1.09      0.17     63.99      0.00      1.00     18.72     19.28     37.13     18.72      0.93      2.42      7.80      1.10      6.20      0.27 
     18.60     82.00      1.08      0.15     63.56      0.00      1.00     18.45     19.51     36.99     18.45      0.88      2.39      7.61      1.08      6.23      0.27 
     18.60     83.00      1.07      0.13     63.21      0.00      1.00     18.20     19.69     36.88     18.20      0.83      2.35      7.43      1.07      6.27      0.26 
     18.60     84.00      1.07      0.11     62.92      0.00      1.00     18.04     19.83     36.79     18.04      0.80      2.33      7.32      1.06      6.29      0.26 
     18.60     85.00      1.07      0.09     62.70      0.00      1.00     18.02     19.94     36.71     18.02      0.80      2.34      7.32      1.06      6.25      0.26 
     18.60     86.00      1.08      0.08     62.51      0.00      1.00     18.17     20.03     36.65     18.17      0.86      2.38      7.46      1.08      6.13      0.26 
     18.60     87.00      1.10      0.06     62.35      0.00      1.00     18.53     20.11     36.60     18.53      0.97      2.47      7.75      1.12      5.95      0.27 
     18.60     88.00      1.13      0.04     62.19      0.00      1.00     19.10     20.19     36.54     19.10      1.15      2.60      8.19      1.17      5.70      0.29 
     18.60     89.00      1.17      0.02     62.02      0.00      1.00     19.92     20.27     36.49     19.92      1.42      2.77      8.75      1.25      5.43      0.30 
     18.60     90.00      1.21      0.00     61.87      0.00      1.00     20.87     20.34     36.44     20.87      1.75      2.94      9.35      1.32      5.19      0.32 
     18.60     91.00      1.25     -0.02     61.74      0.00      1.00     21.89     20.40     36.39     21.89      2.13      3.11      9.94      1.39      4.97      0.34 
     18.60     92.00      1.29     -0.04     61.63      0.00      1.00     22.98     20.46     36.35     22.98      2.56      3.28     10.54      1.46      4.79      0.36 
     18.60     93.00      1.32     -0.07     61.52      0.00      1.00     24.15     20.51     36.32     24.15      3.04      3.44     11.14      1.53      4.63      0.37 
     18.60     94.00      1.36     -0.09     61.41      0.00      1.00     25.40     20.56     36.28     25.40      3.59      3.60     11.74      1.60      4.48      0.39 
     18.60     95.00      1.39     -0.12     61.29      0.00      1.00     26.74     20.61     36.24     26.74      4.22      3.76     12.34      1.67      4.35      0.41 
     18.60     96.00      1.42     -0.15     61.16      0.00      1.00     28.16     20.67     36.19     28.16      4.92      3.91     12.94      1.74      4.23      0.42 
     18.60     97.00      1.45     -0.18     61.00      0.00      1.00     29.66     20.75     36.13     29.66      5.69      4.06     13.54      1.80      4.13      0.44 
     18.60     98.00      1.48     -0.21     60.81      0.00      1.00     31.23     20.83     36.07     31.23      6.54      4.21     14.14      1.86      4.03      0.45 
     18.60     99.00      1.51     -0.24     60.58      0.00      1.00     32.86     20.93     35.99     32.86      7.45      4.35     14.74      1.92      3.93      0.47 
     18.60    100.00      1.53     -0.27     60.32      0.00      1.00     34.54     21.05     35.89     34.54      8.40      4.49     15.34      1.98      3.84      0.48 
     18.60    101.00      1.56     -0.30     60.05      0.00      1.00     36.24     21.16     35.80     36.24      9.37      4.63     15.94      2.04      3.76      0.50 
     18.60    102.00      1.58     -0.33     59.79      0.00      1.00     37.95     21.27     35.70     37.95     10.35      4.77     16.54      2.10      3.68      0.51 
     18.60    103.00      1.61     -0.36     59.53      0.00      1.00     39.69     21.38     35.61     39.69     11.33      4.91     17.16      2.15      3.61      0.52 
     18.60    104.00      1.63     -0.40     59.27      0.00      1.00     41.44     21.49     35.52     41.44     12.31      5.06     17.78      2.21      3.54      0.54 
     18.60    105.00      1.66     -0.43     59.02      0.00      1.00     43.21     21.59     35.42     43.21     13.29      5.20     18.42      2.27      3.48      0.55 
     18.60    106.00      1.69     -0.46     58.77      0.00      1.00     44.99     21.69     35.33     44.99     14.26      5.35     19.07      2.33      3.41      0.57 
     18.60    107.00      1.71     -0.50     58.52      0.00      1.00     46.78     21.79     35.24     46.78     15.22      5.50     19.74      2.40      3.35      0.58 
     18.60    108.00      1.74     -0.54     58.28      0.00      1.00     48.60     21.88     35.14     48.60     16.19      5.65     20.41      2.46      3.30      0.60 
     18.60    109.00      1.76     -0.57     58.03      0.00      1.00     50.44     21.98     35.05     50.44     17.21      5.80     21.05      2.52      3.24      0.61 
     18.60    110.00      1.78     -0.61     57.78      0.00      1.00     52.30     22.07     34.95     52.30     18.29      5.94     21.67      2.58      3.19      0.63 
     18.60    111.00      1.81     -0.65     57.53      0.00      1.00     54.18     22.16     34.86     54.18     19.45      6.08     22.23      2.63      3.15      0.64 
     18.60    112.00      1.83     -0.69     57.29      0.00      1.00     56.10     22.25     34.76     56.10     20.68      6.21     22.76      2.69      3.11      0.65 
     18.60    113.00      1.85     -0.72     57.03      0.00      1.00     58.04     22.34     34.66     58.04     21.99      6.34     23.24      2.74      3.07      0.66 
     18.60    114.00      1.87     -0.76     56.78      0.00      1.00     60.00     22.42     34.56     60.00     23.38      6.46     23.67      2.79      3.03      0.68 
     18.60    115.00      1.89     -0.80     56.52      0.00      1.00     61.99     22.51     34.46     61.99     24.83      6.58     24.07      2.84      2.99      0.69 
     18.60    116.00      1.90     -0.83     56.26      0.00      1.00     64.01     22.60     34.36     64.01     26.36      6.69     24.42      2.88      2.96      0.70 
     18.60    117.00      1.92     -0.87     56.00      0.00      1.00     66.04     22.68     34.25     66.04     27.93      6.80     24.75      2.92      2.93      0.71 
     18.60    118.00      1.94     -0.91     55.73      0.00      1.00     68.09     22.77     34.14     68.09     29.55      6.91     25.05      2.97      2.89      0.72 
     18.60    119.00      1.95     -0.95     55.45      0.00      1.00     70.16     22.85     34.03     70.16     31.20      7.01     25.34      3.01      2.86      0.73 
     18.60    120.00      1.97     -0.98     55.17      0.00      1.00     72.24     22.94     33.91     72.24     32.88      7.12     25.62      3.05      2.83      0.74 
     18.60    121.00      1.98     -1.02     54.88      0.00      1.00     74.33     23.02     33.79     74.33     34.57      7.23     25.88      3.10      2.80      0.75 
     18.60    122.00      2.00     -1.06     54.58      0.00      1.00     76.42     23.11     33.67     76.42     36.27      7.34     26.14      3.14      2.77      0.76 
     18.60    123.00      2.02     -1.10     54.27      0.00      1.00     78.52     23.19     33.54     78.52     37.97      7.46     26.39      3.19      2.74      0.77 
     18.60    124.00      2.03     -1.14     53.95      0.00      1.00     80.62     23.28     33.40     80.62     39.66      7.58     26.65      3.23      2.71      0.78 
     18.60    125.00      2.05     -1.18     53.62      0.00      1.00     82.71     23.36     33.26     82.71     41.33      7.71     26.90      3.29      2.67      0.80 
     18.60    126.00      2.07     -1.22     53.28      0.00      1.00     84.78     23.45     33.12     84.78     42.97      7.86     27.17      3.34      2.64      0.81 
     18.60    127.00      2.09     -1.26     52.93      0.00      1.00     86.84     23.53     32.97     86.84     44.53      8.01     27.46      3.40      2.61      0.82 
     18.60    128.00      2.12     -1.30     52.56      0.00      1.00     88.86     23.61     32.81     88.86     45.98      8.19     27.79      3.47      2.57      0.84 
     18.60    129.00      2.15     -1.35     52.18      0.00      1.00     90.81     23.70     32.64     90.81     47.25      8.41     28.20      3.56      2.54      0.86 
     18.60    130.00      2.19     -1.41     51.78      0.00      1.00     92.68     23.78     32.46     92.68     48.22      8.69     28.72      3.67      2.50      0.89 
     18.60    131.00      2.23     -1.47     51.35      0.00      1.00     94.43     23.86     32.27     94.43     48.71      9.04     29.47      3.81      2.46      0.92 
     18.60    132.00      2.29     -1.54     50.90      0.00      1.00     96.01     23.94     32.07     96.01     48.53      9.50     30.59      3.99      2.43      0.97 
     18.60    133.00      2.36     -1.61     50.44      0.00      1.00     97.53     24.02     31.85     97.53     47.87      9.99     32.05      4.19      2.40      1.01 
     18.60    134.00      2.41     -1.68     49.95      0.00      1.00     99.11     24.10     31.63     99.11     47.34     10.42     33.56      4.36      2.38      1.05 
     18.60    135.00      2.46     -1.74     49.45      0.00      1.00    100.79     24.17     31.39    100.79     47.17     10.77     34.92      4.49      2.35      1.08 
     18.60    136.00      2.49     -1.79     48.93      0.00      1.00    102.52     24.23     31.15    102.52     47.28     11.06     36.13      4.60      2.33      1.11 
     18.60    137.00      2.52     -1.84     48.39      0.00      1.00    104.27     24.29     30.89    104.27     47.62     11.30     37.22      4.70      2.30      1.13 
     18.60    138.00      2.56     -1.90     47.82      0.00      1.00    105.83     24.34     30.62    105.83     47.48     11.66     38.50      4.84      2.19      1.17 
     18.60    139.00      2.60     -1.97     47.22      0.00      1.00    107.32     24.39     30.33    107.32     47.26     12.05     39.76      4.98      2.08      1.20 
     18.60    140.00      2.65     -2.03     46.60      0.00      1.00    108.77     24.42     30.02    108.77     47.01     12.43     40.99      5.13      1.97      1.24 
     18.60    141.00      2.69     -2.09     45.95      0.00      1.00    110.16     24.45     29.69    110.16     46.74     12.82     42.18      5.28      1.86      1.27 
     18.60    142.00      2.74     -2.16     45.27      0.00      1.00    111.50     24.46     29.35    111.50     46.45     13.22     43.33      5.43      1.76      1.31 
     18.60    143.00      2.78     -2.22     44.55      0.00      1.00    112.77     24.46     28.99    112.77     46.13     13.62     44.43      5.58      1.67      1.34 
     18.60    144.00      2.82     -2.28     43.81      0.00      1.00    113.98     24.44     28.60    113.98     45.79     14.03     45.48      5.73      1.57      1.38 
     18.60    145.00      2.86     -2.35     43.03      0.00      1.00    115.12     24.40     28.19    115.12     45.43     14.44     46.47      5.88      1.48      1.42 
     18.60    146.00      2.91     -2.41     42.21      0.00      1.00    116.19     24.35     27.76    116.19     45.04     14.86     47.40      6.04      1.40      1.45 
     18.60    147.00      2.95     -2.47     41.36      0.00      1.00    117.18     24.27     27.30    117.18     44.62     15.29     48.27      6.19      1.31      1.49 
     18.60    148.00      2.99     -2.54     40.48      0.00      1.00    118.09     24.16     26.82    118.09     44.19     15.72     49.08      6.35      1.23      1.53 
     18.60    149.00      3.00     -2.57     40.23      0.00      0.97    118.17     24.12     26.68    118.17     44.04     15.81     49.19      6.38      1.21      1.54 
     18.60    150.00      3.00     -2.60     40.17      0.00      0.92    118.07     24.11     26.65    118.07     43.99     15.82     49.14      6.38      1.21      1.54 
     18.60    151.00      3.00     -2.62     40.12      0.00      0.88    117.99     24.11     26.63    117.99     43.95     15.82     49.09      6.38      1.21      1.54 
     18.60    152.00      3.00     -2.65     40.09      0.00      0.83    117.92     24.10     26.61    117.92     43.92     15.82     49.06      6.38      1.20      1.54 
     18.60    153.00      3.00     -2.67     40.07      0.00      0.78    117.88     24.10     26.59    117.88     43.90     15.82     49.04      6.38      1.20      1.54 
     18.60    154.00      3.00     -2.70     40.05      0.00      0.73    117.86     24.10     26.59    117.86     43.89     15.82     49.03      6.38      1.20      1.54 
     18.60    155.00      3.00     -2.72     40.06      0.00      0.68    117.87     24.10     26.59    117.87     43.89     15.82     49.03      6.38      1.20      1.54 
     18.60    156.00      3.00     -2.74     40.07      0.00      0.62    117.89     24.10     26.60    117.89     43.90     15.82     49.05      6.38      1.20      1.54 
     18.60    157.00      3.00     -2.76     40.09      0.00      0.56    117.93     24.10     26.61    117.93     43.92     15.82     49.07      6.38      1.20      1.54 
     18.60    158.00      3.00     -2.78     40.13      0.00      0.49    118.00     24.11     26.63    118.00     43.96     15.82     49.10      6.38      1.21      1.54 
     18.60    159.00      3.00     -2.80     40.18      0.00      0.42    118.09     24.12     26.66    118.09     44.00     15.81     49.14      6.38      1.21      1.54 
     18.60    160.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    161.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    162.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    163.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    164.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    165.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    166.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    167.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    168.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    169.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    170.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    171.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    172.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    173.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    174.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    175.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    176.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    177.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    178.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    179.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     18.60    180.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     40.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     41.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     42.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     43.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     44.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     45.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     46.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     47.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     48.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     49.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     50.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     51.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     52.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     53.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     54.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     55.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     56.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     57.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     58.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     59.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     60.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     61.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     62.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     63.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     64.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     65.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     66.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     67.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     68.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     69.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     70.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     71.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     72.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     73.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     74.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     75.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     19.10     76.00      0.91      0.22     68.19      0.00      1.00     17.38     16.88     38.36     17.38      0.29      1.74      5.77      0.81      8.56      0.20 
     19.10     77.00      1.01      0.23     67.46      0.00      1.00     18.20     17.32     38.16     18.20      0.58      2.09      7.03      0.96      7.30      0.24 
     19.10     78.00      1.06      0.22     66.68      0.00      1.00     18.78     17.78     37.94     18.78      0.80      2.28      7.66      1.05      6.74      0.26 
     19.10     79.00      1.08      0.21     65.95      0.00      1.00     19.05     18.21     37.73     19.05      0.92      2.38      7.94      1.09      6.45      0.27 
     19.10     80.00      1.09      0.19     65.30      0.00      1.00     19.05     18.57     37.54     19.05      0.95      2.42      7.98      1.10      6.32      0.27 
     19.10     81.00      1.09      0.17     64.76      0.00      1.00     18.87     18.87     37.37     18.87      0.93      2.41      7.87      1.10      6.29      0.27 
     19.10     82.00      1.08      0.15     64.30      0.00      1.00     18.61     19.12     37.23     18.61      0.88      2.38      7.69      1.08      6.32      0.26 
     19.10     83.00      1.07      0.13     63.93      0.00      1.00     18.35     19.31     37.11     18.35      0.82      2.34      7.50      1.06      6.36      0.26 
     19.10     84.00      1.06      0.11     63.64      0.00      1.00     18.16     19.46     37.02     18.16      0.79      2.31      7.36      1.05      6.39      0.26 
     19.10     85.00      1.06      0.09     63.41      0.00      1.00     18.12     19.58     36.95     18.12      0.79      2.32      7.35      1.05      6.35      0.26 
     19.10     86.00      1.08      0.07     63.21      0.00      1.00     18.27     19.68     36.88     18.27      0.84      2.36      7.48      1.07      6.24      0.26 
     19.10     87.00      1.10      0.06     63.05      0.00      1.00     18.62     19.77     36.83     18.62      0.96      2.45      7.78      1.11      6.05      0.27 
     19.10     88.00      1.13      0.04     62.89      0.00      1.00     19.21     19.85     36.78     19.21      1.14      2.58      8.23      1.17      5.80      0.29 
     19.10     89.00      1.17      0.02     62.72      0.00      1.00     20.04     19.93     36.72     20.04      1.42      2.75      8.81      1.24      5.52      0.30 
     19.10     90.00      1.21      0.00     62.57      0.00      1.00     21.02     20.00     36.67     21.02      1.76      2.93      9.43      1.32      5.26      0.32 
     19.10     91.00      1.25     -0.02     62.44      0.00      1.00     22.08     20.07     36.63     22.08      2.15      3.10     10.05      1.39      5.04      0.34 
     19.10     92.00      1.29     -0.04     62.33      0.00      1.00     23.21     20.12     36.59     23.21      2.59      3.27     10.67      1.47      4.85      0.36 
     19.10     93.00      1.32     -0.07     62.22      0.00      1.00     24.42     20.17     36.56     24.42      3.10      3.44     11.29      1.54      4.68      0.37 
     19.10     94.00      1.36     -0.09     62.11      0.00      1.00     25.72     20.23     36.52     25.72      3.68      3.61     11.91      1.61      4.53      0.39 
     19.10     95.00      1.39     -0.12     62.00      0.00      1.00     27.11     20.28     36.48     27.11      4.33      3.77     12.53      1.68      4.40      0.41 
     19.10     96.00      1.42     -0.15     61.86      0.00      1.00     28.59     20.35     36.43     28.59      5.07      3.92     13.16      1.74      4.28      0.42 
     19.10     97.00      1.45     -0.18     61.70      0.00      1.00     30.15     20.42     36.38     30.15      5.88      4.07     13.78      1.81      4.17      0.44 
     19.10     98.00      1.48     -0.21     61.50      0.00      1.00     31.79     20.51     36.31     31.79      6.77      4.22     14.41      1.87      4.07      0.45 
     19.10     99.00      1.51     -0.24     61.27      0.00      1.00     33.49     20.62     36.23     33.49      7.71      4.37     15.03      1.93      3.97      0.47 
     19.10    100.00      1.54     -0.27     61.01      0.00      1.00     35.23     20.74     36.14     35.23      8.71      4.52     15.65      1.99      3.88      0.48 
     19.10    101.00      1.57     -0.30     60.75      0.00      1.00     36.99     20.86     36.05     36.99      9.72      4.66     16.27      2.05      3.80      0.50 
     19.10    102.00      1.59     -0.33     60.49      0.00      1.00     38.78     20.97     35.96     38.78     10.73      4.80     16.90      2.11      3.72      0.51 
     19.10    103.00      1.62     -0.36     60.24      0.00      1.00     40.58     21.08     35.87     40.58     11.75      4.94     17.54      2.17      3.65      0.53 
     19.10    104.00      1.64     -0.40     59.99      0.00      1.00     42.40     21.19     35.78     42.40     12.77      5.09     18.19      2.23      3.58      0.54 
     19.10    105.00      1.67     -0.43     59.74      0.00      1.00     44.24     21.29     35.69     44.24     13.78      5.24     18.86      2.29      3.51      0.56 
     19.10    106.00      1.69     -0.47     59.50      0.00      1.00     46.09     21.39     35.60     46.09     14.78      5.39     19.55      2.36      3.45      0.57 
     19.10    107.00      1.72     -0.50     59.26      0.00      1.00     47.97     21.49     35.51     47.97     15.78      5.54     20.25      2.42      3.39      0.59 
     19.10    108.00      1.75     -0.54     59.02      0.00      1.00     49.86     21.59     35.42     49.86     16.81      5.70     20.94      2.48      3.33      0.60 
